,Order No,Order Date,Customer Name,Address,City,Customer Type,Order Priority,Product Name,Product Category,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,DiscountPercent,DiscountMoney,Order Total,Shipping Cost,Total
635,5997-1,7/27/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Low,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,37,54.76,4,2.19,52.57,0.7,53.27
636,5997-2,7/27/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Low,PastelOcean Color Pencil Set,Office Supplies,11.11,19.84,8.73,28,555.52,8,44.44,511.08,4.1,515.18
637,6000-1,7/29/2015,Jack Lebron,"180 High Street,Windsor",Melbourne,Corporate,High,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,38,105.64,10,10.56,95.08,1.34,96.42
638,6001-1,7/29/2015,Toby Grace,"324A King St,Newtown",Sydney,Home Office,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,54.29,90.48,36.19,15,1357.2,1,13.57,1343.63,19.99,1363.62
639,6002-1,7/30/2015,Lycoris Saunders,"501 George St,Sydney",Sydney,Home Office,High,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,48,177.12,10,17.71,159.41,0.5,159.91
640,6003-1,7/30/2015,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,Home Office,Medium,TechSavi Cordless Access Keyboard,Technology,14.7,29.99,15.29,27,809.73,5,40.49,769.24,5.5,774.74
641,6005-1,8/1/2015,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,Home Office,Critical,TechSavi Cordless Navigator Duo,Technology,42.11,80.98,38.87,22,1781.56,10,178.16,1603.4,7.18,1610.58
642,6006-1,8/2/2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,Home Office,Not Specified,Cando PC940 Copier,Technology,216.0,449.99,233.99,29,13049.71,0,0.0,13049.71,24.49,13074.2
643,6007-1,8/2/2015,Tracy Collins,"Crown Complex,Southbank",Melbourne,Consumer,Not Specified,Xit Blank Computer Paper,Office Supplies,12.39,19.98,7.59,44,879.12,7,61.54,817.58,5.77,823.35
644,6009-1,8/3/2015,Dave Hallsten,"1 John St,Waterloo",Sydney,Corporate,Low,Economy Binders,Office Supplies,1.33,2.08,0.75,20,41.6,10,4.16,37.44,1.49,38.93
645,6011-1,8/7/2015,Astrea Jones,"3/265 Stirling Street, Perth",Sydney,Corporate,Critical,Unpadded Memo Slips,Office Supplies,2.59,3.98,1.39,16,63.68,9,5.73,57.95,2.97,60.92
646,6012-1,8/8/2015,Tanja Norvell,"541 Church St,Richmond",Melbourne,Corporate,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,5.33,8.6,3.27,15,129.0,4,5.16,123.84,6.19,130.03
647,6014-1,8/10/2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,Small Business,Not Specified,Alto 3-Hole Punch,Office Supplies,2.76,4.38,1.62,24,105.12,2,2.1,103.02,6.21,109.23
648,6014-2,8/10/2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,Small Business,Not Specified,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,4.1,9.31,5.21,30,279.3,3,8.38,270.92,3.98,274.9
649,6017-1,8/11/2015,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,Consumer,High,HFX LaserJet 3310 Copier,Technology,377.99,599.99,222.0,46,27599.54,7,1931.97,25667.57,24.49,25692.06
650,6019-1,8/11/2015,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,Small Business,High,Pizazz Colored Pencils,Office Supplies,1.76,2.94,1.18,39,114.66,4,4.59,110.07,0.81,110.88
651,6021-1,8/11/2015,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Consumer,High,TechSavi Access Keyboard,Technology,10.07,15.98,5.91,7,111.86,4,4.47,107.39,4.0,111.39
652,6023-1,8/12/2015,Grant Carroll,"10 O'Connell St,Sydney",Sydney,Corporate,Not Specified,TechSavi Internet Navigator Keyboard,Technology,6.51,30.98,24.47,8,247.84,6,14.87,232.97,6.5,239.47
653,6025-1,8/14/2015,Nona Balk,"120 Hardware St,Melbourne",Melbourne,Corporate,Medium,Steady Major Accent Highlighters,Office Supplies,3.75,7.08,3.33,48,339.84,3,10.2,329.64,2.35,331.99
654,6027-1,8/15/2015,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,Consumer,High,Binder Posts,Office Supplies,3.5,5.74,2.24,32,183.68,8,14.69,168.99,5.01,174.0
655,6029-1,8/21/2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,Home Office,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,38,133.76,9,12.04,121.72,6.83,128.55
656,6030-1,8/22/2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,Home Office,Low,TechSavi Access Keyboard,Technology,10.07,15.98,5.91,6,95.88,10,9.59,86.29,4.0,90.29
657,6032-1,8/23/2015,Fred McMath,"10 Bligh St,Melbourne",Melbourne,Small Business,Low,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,3.53,8.62,5.09,8,68.96,0,0.0,68.96,4.5,73.46
658,6034-1,8/24/2015,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,Small Business,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,84.22,210.55,126.33,2,421.1,5,21.06,400.05,9.99,410.04
659,6036-1,8/24/2015,Eleni McCrary,"79 Elliott St,Balmain",Sydney,Corporate,Low,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,1.09,1.82,0.73,42,76.44,8,6.12,70.32,1.0,71.32
660,6037-1,8/24/2015,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,Small Business,Critical,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,16.8,40.97,24.17,28,1147.16,4,45.89,1101.27,8.99,1110.26
661,6038-1,8/26/2015,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,Corporate,Medium,Airmail Envelopes,Office Supplies,52.04,83.93,31.89,3,251.79,0,0.0,251.79,19.99,271.78
662,6039-1,8/26/2015,Edward Becker,"501 George St,Sydney",Sydney,Corporate,Not Specified,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,39,143.91,3,4.32,139.59,0.5,140.09
663,6042-1,8/28/2015,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Small Business,Critical,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,6,18.48,2,0.37,18.11,0.99,19.1
664,6044-1,8/30/2015,Maxwell Schwartz,"3 Orwell St,Potts Point",Sydney,Corporate,Medium,600 Series Flip,Technology,41.28,95.99,54.71,26,2495.74,2,49.91,2445.83,8.99,2454.82
665,6046-1,8/31/2015,Sally Knutson,32/82 King Street,Perth,Consumer,Low,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,14,75.6,2,1.51,74.09,7.78,81.87
666,6048-1,8/31/2015,Larry Hughes,"541 Church St,Richmond",Melbourne,Home Office,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,50,544.5,9,49.01,495.5,4.5,500.0
667,6050-1,9/2/2015,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Home Office,Medium,TechSavi Cordless Elite Duo,Technology,60.59,100.98,40.39,9,908.82,10,90.88,817.94,7.18,825.12
668,6052-1,9/2/2015,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,Corporate,Medium,UGen Ultra Professional Cordless Optical Suite,Technology,156.5,300.97,144.47,20,6019.4,5,300.97,5718.43,7.18,5725.61
669,6054-1,9/3/2015,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,Corporate,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,3,32.67,8,2.61,30.06,4.5,34.56
670,6056-1,9/4/2015,Victor Price,"180 High Street,Windsor",Melbourne,Consumer,Medium,Cando S750 Color Inkjet Printer,Technology,75.0,120.97,45.97,46,5564.62,7,389.52,5175.1,26.3,5201.4
671,6057-1,9/6/2015,Roy Collins,6 Brookman Street,Perth,Corporate,Critical,TechSavi Cordless Elite Duo,Technology,60.59,100.98,40.39,44,4443.12,9,399.88,4043.24,7.18,4050.42
672,6058-1,9/7/2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,Small Business,High,Smiths SlimLine Pencil Sharpener,Office Supplies,4.79,11.97,7.18,48,574.56,2,11.49,563.07,5.81,568.88
673,6059-1,9/8/2015,Beth Thompson,"101 Murray Street, Perth",Sydney,Corporate,High,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,20,103.6,6,6.22,97.38,2.04,99.42
674,6061-1,9/8/2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,Small Business,High,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,31,39.06,6,2.34,36.72,0.7,37.42
675,6063-1,9/10/2015,Luke Weiss,"88 Oxford St,Woollahra",Sydney,Corporate,Critical,Colored Envelopes,Office Supplies,2.25,3.69,1.44,23,84.87,2,1.7,83.17,2.5,85.67
676,6065-1,9/11/2015,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,Consumer,Not Specified,Pizazz Colored Pencils,Office Supplies,1.76,2.94,1.18,47,138.18,4,5.53,132.65,0.81,133.46
677,6066-1,9/12/2015,Bobby Elias,"37/59 Brewer Street, Perth",Melbourne,Small Business,Not Specified,Assorted Color Push Pins,Office Supplies,0.87,1.81,0.94,6,10.86,7,0.76,10.1,0.75,10.85
678,6067-1,9/15/2015,Ricardo Emerson,"Westfield Sydney,Sydney",Sydney,Corporate,Critical,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,1,1.48,1,0.01,1.47,0.7,2.17
679,6068-1,9/16/2015,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Corporate,Low,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,3.51,8.57,5.06,49,419.93,1,4.2,415.73,6.14,421.87
680,6070-1,9/17/2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,Small Business,Not Specified,Smiths Gold Paper Clips,Office Supplies,1.82,2.98,1.16,3,8.94,4,0.36,8.58,1.58,10.16
681,6071-1,9/25/2015,Denise Leinenbach,"8 Rankins Lane ,Melbourne",Melbourne,Home Office,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,13.64,20.98,7.34,10,209.8,6,12.59,197.21,1.49,198.7
682,6072-1,9/25/2015,Roy Phan,"506 Swan Street,Richmond",Melbourne,Corporate,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,13,45.76,8,3.66,42.1,6.83,48.93
683,6074-1,9/26/2015,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,Corporate,High,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,10,54.0,4,2.16,51.84,7.78,59.62
684,6076-1,9/27/2015,Anthony Johnson,"10 Lake Street, Perth",Sydney,Small Business,Not Specified,Xit Blank Computer Paper,Office Supplies,12.39,19.98,7.59,20,399.6,5,19.98,379.62,5.77,385.39
685,6077-1,9/27/2015,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,Corporate,Low,Xit Blank Computer Paper,Office Supplies,12.39,19.98,7.59,34,679.32,6,40.76,638.56,5.77,644.33
686,6079-1,9/28/2015,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,Home Office,Not Specified,Steady Major Accent Highlighters,Office Supplies,3.75,7.08,3.33,37,261.96,8,20.96,241.0,2.35,243.35
687,6081-1,9/29/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Medium,Binder Posts,Office Supplies,3.5,5.74,2.24,26,149.24,3,4.48,144.76,5.01,149.77
688,6083-1,10/1/2015,Damala Kotsonis,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Corporate,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,1.05,1.95,0.9,4,7.8,9,0.7,7.1,1.63,8.73
689,6085-1,10/9/2015,Janet Lee,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Consumer,High,Emerson Stylus 1520 Color Inkjet Printer,Technology,315.61,500.97,185.36,25,12524.25,2,250.49,12273.77,69.3,12343.07
690,6086-1,10/12/2015,Bobby Trafton,"8/2 Edward Street, Perth",Sydney,Corporate,High,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,29,54.52,10,5.45,49.07,1.49,50.56
691,6088-1,10/13/2015,Clytie Kelty,"8 Khartoum Rd,Macquarie Park",Sydney,Small Business,Low,Cando PC940 Copier,Technology,278.99,449.99,171.0,47,21149.53,2,422.99,20726.54,49.0,20775.54
692,6090-1,10/15/2015,Barbara Fisher,"3/265 Stirling Street, Perth",Melbourne,Small Business,Critical,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,8,43.2,0,0.0,43.2,7.78,50.98
693,6094-1,10/20/2015,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,Home Office,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,1.19,1.98,0.79,4,7.92,8,0.63,7.29,4.77,12.06
694,6095-1,10/21/2015,Kelly Lampkin,"310 Wattle St,Ultimo",Sydney,Home Office,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,2.13,3.49,1.36,3,10.47,1,0.1,10.37,0.76,11.13
695,6096-1,10/21/2015,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,Corporate,High,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,6,11.28,7,0.79,10.49,1.49,11.98
696,6098-1,10/24/2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,Consumer,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.53,7.3,2.77,34,248.2,3,7.45,240.75,7.72,248.47
697,6099-1,10/24/2015,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,Small Business,High,Colored Envelopes,Office Supplies,2.25,3.69,1.44,47,173.43,0,0.0,173.43,2.5,175.93
698,6100-1,10/28/2015,William Brown,"3 Carrington Road ,Box Hill",Melbourne,Corporate,Not Specified,HFX 6S Scientific Calculator,Technology,7.92,12.99,5.07,46,597.54,1,5.98,591.56,9.44,601.0
699,6102-1,10/31/2015,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,Home Office,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,178.83,415.88,237.05,21,8733.48,9,786.01,7947.47,11.37,7958.84
700,6103-1,10/31/2015,Tamara Manning,"184 King Street,Newtown",Sydney,Corporate,High,UGen Ultra Professional Cordless Optical Suite,Technology,156.5,300.97,144.47,23,6922.31,6,415.34,6506.97,7.18,6514.15
701,6104-1,11/1/2015,Bobby Trafton,"8/2 Edward Street, Perth",Sydney,Small Business,Low,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,2.39,4.26,1.87,47,200.22,7,14.02,186.2,1.2,187.4
702,6104-2,11/1/2015,Bobby Trafton,"8/2 Edward Street, Perth",Sydney,Small Business,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,1.3,2.88,1.58,17,48.96,9,4.41,44.55,1.01,45.56
703,6108-1,11/6/2015,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,Corporate,High,TechSavi Cordless Access Keyboard,Technology,14.7,29.99,15.29,20,599.8,4,23.99,575.81,5.5,581.31
704,6109-1,11/6/2015,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,Small Business,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,54.29,90.48,36.19,49,4433.52,5,221.68,4211.84,19.99,4231.83
705,6110-1,11/7/2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,Corporate,Critical,Steady Liquid Accent Highlighters,Office Supplies,3.47,6.68,3.21,12,80.16,6,4.81,75.35,1.5,76.85
706,6112-1,11/10/2015,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Corporate,Low,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,19,28.12,0,0.0,28.12,0.7,28.82
707,6113-1,11/10/2015,Chuck Clark,101 Murray Street,Perth,Corporate,Medium,Smiths File Caddy,Office Supplies,4.03,9.38,5.35,24,225.12,5,11.26,213.86,7.28,221.14
708,6114-1,11/11/2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,Home Office,High,Artisan 479 Labels,Office Supplies,1.59,2.61,1.02,40,104.4,3,3.13,101.27,0.5,101.77
709,6116-1,11/12/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Not Specified,Apex Box Cutter Scissors,Office Supplies,4.19,10.23,6.04,46,470.58,8,37.65,432.93,4.68,437.61
710,6118-1,11/15/2015,Alan Hwang,"223 Barkly St,St Kilda",Melbourne,Corporate,Low,Smiths Bulk Pack Metal Binder Clips,Office Supplies,3.95,6.08,2.13,41,249.28,3,7.48,241.8,1.82,243.62
711,6119-1,11/16/2015,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,Consumer,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,3.88,6.47,2.59,22,142.34,4,5.69,136.65,1.22,137.87
712,6121-1,11/17/2015,Beth Fritzler,"32/82 King Street, Perth",Sydney,Small Business,Critical,Apex Box Cutter Scissors,Office Supplies,4.19,10.23,6.04,16,163.68,2,3.27,160.41,4.68,165.09
713,6123-1,11/17/2015,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,Small Business,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,10,108.9,10,10.89,98.01,4.5,102.51
714,6124-1,11/20/2015,Lycoris Saunders,"501 George St,Sydney",Sydney,Home Office,High,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,11,33.88,9,3.05,30.83,0.99,31.82
715,6125-1,11/22/2015,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,Corporate,Medium,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,21,58.38,6,3.5,54.88,1.34,56.22
716,6127-1,11/24/2015,Henry Goldwyn,"541 Church St,Richmond",Melbourne,Small Business,Low,Adesso Programmable 142-Key Keyboard,Technology,39.64,152.48,112.84,17,2592.16,4,103.69,2488.47,6.5,2494.97
717,6128-1,11/28/2015,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,Small Business,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,3.88,6.47,2.59,16,103.52,1,1.04,102.48,1.22,103.7
718,6130-1,11/30/2015,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,Corporate,High,Artisan Arch Ring Binders,Office Supplies,36.02,58.1,22.08,27,1568.7,7,109.81,1458.89,1.49,1460.38
719,6132-1,11/30/2015,Julie Creighton,"22 Civic Rd,Auburn",Sydney,Corporate,Not Specified,DrawIt Colored Pencils,Office Supplies,4.37,9.11,4.74,30,273.3,3,8.2,265.1,2.25,267.35
720,6134-1,12/4/2015,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,Small Business,High,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,28,80.64,10,8.06,72.58,0.99,73.57
721,6135-1,12/6/2015,Erin Creighton,"523 King St,Newtown",Sydney,Corporate,Low,Pizazz Drawing Pencil Set,Office Supplies,1.17,2.78,1.61,39,108.42,5,5.42,103.0,1.2,104.2
722,6136-1,12/6/2015,Dan Lawera,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Corporate,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,20,37.6,7,2.63,34.97,1.49,36.46
723,6138-1,12/8/2015,Valerie Dominguez,37/59 Brewer Street,Perth,Corporate,Low,Smiths Metal Binder Clips,Office Supplies,1.6,2.62,1.02,26,68.12,8,5.45,62.67,0.8,63.47
724,6140-1,12/9/2015,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,Corporate,High,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,14,36.4,8,2.91,33.49,2.4,35.89
725,6141-1,12/9/2015,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,Home Office,Medium,Alliance Rubber Bands,Office Supplies,0.32,1.68,1.36,6,10.08,5,0.5,9.58,1.02,10.6
726,6143-1,12/16/2015,Patrick OBrill,27/580 Hay Street,Perth,Home Office,Critical,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,18,359.64,4,14.39,345.25,4.0,349.25
727,6143-2,12/16/2015,Patrick OBrill,27/580 Hay Street,Perth,Home Office,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,46,1598.96,9,143.91,1455.05,8.22,1463.27
728,6144-1,12/16/2015,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,Medium,Multimedia Mailers,Office Supplies,99.39,162.93,63.54,41,6680.13,1,66.8,6613.33,19.99,6633.32
729,6146-1,12/19/2015,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,Home Office,Not Specified,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,25,129.5,10,12.95,116.55,2.04,118.59
730,6148-1,12/19/2015,Lena Creighton,"127 Liverpool St,Sydney",Sydney,Corporate,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,30,326.7,8,26.14,300.56,4.5,305.06
731,6150-1,12/22/2015,Carol Triggs,15 Aberdeen Street,Perth,Home Office,Not Specified,600 Series Non-Flip,Technology,19.78,45.99,26.21,11,505.89,7,35.41,470.48,4.99,475.47
732,6151-1,12/24/2015,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,Corporate,Critical,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,39,73.32,7,5.13,68.19,1.49,69.68
733,6152-1,12/25/2015,Art Miller,"14 Money Street, Perth",Sydney,Corporate,Low,HFX LaserJet 3310 Copier,Technology,377.99,599.99,222.0,17,10199.83,8,815.99,9383.84,24.49,9408.33
734,6154-1,12/25/2015,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,Corporate,High,Pizazz Dustless Chalk Sticks,Office Supplies,1.09,1.68,0.59,24,40.32,5,2.02,38.3,1.0,39.3
735,6155-1,12/28/2015,Gary McGarr,"10 Bligh St,Melbourne",Melbourne,Home Office,High,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,30,629.7,3,18.89,610.81,4.81,615.62
736,6157-1,12/28/2015,Ken Dana,"73 York St,Sydney",Sydney,Small Business,Critical,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,1,1.88,9,0.17,1.71,1.49,3.2
737,6158-1,12/28/2015,Sally Knutson,32/82 King Street,Perth,Corporate,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,16.8,40.97,24.17,49,2007.53,10,200.75,1806.78,8.99,1815.77
738,6159-1,12/31/2015,Matt Collister,1/20 Pendal Lane,Perth,Home Office,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.53,7.3,2.77,38,277.4,5,13.87,263.53,7.72,271.25
739,6159-2,12/31/2015,Matt Collister,1/20 Pendal Lane,Perth,Home Office,Medium,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,41,151.29,1,1.51,149.78,0.5,150.28
740,6159-2,12/31/2015,Matt Collister,1/20 Pendal Lane,Perth,Home Office,High,DrawIt Colored Pencils,Office Supplies,4.37,9.11,4.74,21,191.31,3,5.74,185.57,2.25,187.82
741,6165-1,1/2/2016,Bart Folk,"10/145 Newcastle Street, Perth",Sydney,Corporate,Not Specified,TechSavi Cordless Access Keyboard,Technology,14.7,29.99,15.29,14,419.86,4,16.79,403.07,5.5,408.57
742,6166-1,1/9/2016,Lena Creighton,"127 Liverpool St,Sydney",Sydney,Home Office,High,Steady Liquid Accent Highlighters,Office Supplies,3.47,6.68,3.21,10,66.8,8,5.34,61.46,1.5,62.96
743,6167-1,1/12/2016,Dave Hallsten,"1 John St,Waterloo",Sydney,Home Office,High,Artisan Legal 4-Ring Binder,Office Supplies,13.64,20.98,7.34,34,713.32,7,49.93,663.39,1.49,664.88
744,6168-1,1/17/2016,Art Foster,"14 Money Street, Perth",Sydney,Home Office,High,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,1.87,8.12,6.25,47,381.64,7,26.71,354.93,2.83,357.76
745,6169-1,1/17/2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,Consumer,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,1.87,8.12,6.25,36,292.32,10,29.23,263.09,2.83,265.92
746,6170-1,1/17/2016,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,Home Office,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,4.79,11.97,7.18,28,335.16,3,10.05,325.11,5.81,330.92
747,6172-1,1/18/2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,Home Office,Not Specified,TechSavi Access Keyboard,Technology,8.31,15.98,7.67,4,63.92,9,5.75,58.17,6.5,64.67
748,6174-1,1/19/2016,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,Corporate,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,25,272.25,3,8.17,264.08,4.5,268.58
